index,carat,cut,color,clarity,depth,table,x,y,z,price
336,0.71,Premium,F,VS2,58.0,62.0,5.85,5.81,3.38,Very Low
337,0.71,Premium,G,VS1,62.4,61.0,5.7,5.65,3.54,Very Low
338,0.77,Premium,G,VS2,61.3,57.0,5.93,5.88,3.62,Very Low
339,0.71,Premium,G,VS2,59.9,60.0,5.81,5.77,3.47,Very Low
340,0.78,Premium,G,VS2,60.8,58.0,6.03,5.95,3.64,Very Low
341,0.71,Very Good,G,VS1,63.5,55.0,5.66,5.64,3.59,Very Low
342,0.91,Ideal,D,SI2,62.2,57.0,6.21,6.15,3.85,Very Low
343,0.71,Very Good,E,VS2,63.8,58.0,5.62,5.66,3.6,Very Low
344,0.71,Very Good,E,VS2,64.0,57.0,5.66,5.68,3.63,Very Low
345,0.8,Very Good,E,SI2,62.5,56.0,5.88,5.96,3.7,Very Low
346,0.7,Very Good,D,SI1,62.3,58.0,5.69,5.73,3.56,Very Low
347,0.72,Ideal,F,VS1,61.7,57.0,5.74,5.77,3.55,Very Low
348,0.72,Very Good,F,VS1,62.2,58.0,5.75,5.7,3.56,Very Low
349,0.82,Ideal,H,VS2,61.5,56.0,6.01,6.08,3.72,Very Low
350,0.7,Ideal,D,SI1,61.0,59.0,5.68,5.7,3.47,Very Low
351,0.72,Ideal,D,SI1,62.2,56.0,5.74,5.77,3.58,Very Low
352,0.72,Ideal,D,SI1,61.5,54.0,5.77,5.8,3.56,Very Low
353,0.9,Fair,I,SI1,67.3,59.0,5.93,5.84,3.96,Very Low
354,0.74,Premium,F,VS2,61.7,58.0,5.85,5.78,3.59,Very Low
355,0.74,Premium,F,VS2,61.9,56.0,5.8,5.77,3.58,Very Low
356,0.73,Ideal,E,SI2,61.8,58.0,5.77,5.81,3.58,Very Low
357,0.57,Fair,E,VVS1,58.7,66.0,5.34,5.43,3.16,Very Low
358,0.73,Premium,F,VS2,62.5,57.0,5.75,5.7,3.58,Very Low
359,0.72,Ideal,G,VS2,62.8,56.0,5.74,5.7,3.59,Very Low
360,0.74,Fair,F,VS2,61.1,68.0,5.82,5.75,3.53,Very Low
361,0.82,Good,G,VS2,64.0,57.0,5.92,5.89,3.78,Very Low
362,0.81,Very Good,G,SI1,62.5,60.0,5.89,5.94,3.69,Very Low
363,0.75,Very Good,H,VVS1,60.6,58.0,5.85,5.9,3.56,Very Low
364,0.7,Ideal,F,SI1,61.6,55.0,5.72,5.74,3.53,Very Low
365,0.71,Very Good,F,VS1,62.2,58.0,5.66,5.72,3.54,Very Low
366,0.71,Very Good,F,VS1,60.0,57.0,5.84,5.9,3.52,Very Low
367,0.93,Premium,J,SI2,61.9,57.0,6.21,6.19,3.84,Very Low
368,0.8,Very Good,H,VS2,62.8,57.0,5.87,5.91,3.7,Very Low
369,0.7,Very Good,F,VS1,62.0,57.0,5.64,5.71,3.52,Very Low
370,1.0,Fair,G,I1,66.4,59.0,6.16,6.09,4.07,Very Low
371,0.75,Very Good,G,VS2,63.4,56.0,5.78,5.74,3.65,Very Low
372,0.58,Ideal,E,VVS2,60.9,56.0,5.41,5.43,3.3,Very Low
373,0.73,Very Good,D,SI1,63.1,57.0,5.74,5.7,3.61,Very Low
374,0.81,Very Good,F,SI1,63.1,59.0,5.85,5.79,3.67,Very Low
375,0.81,Premium,D,SI2,59.2,57.0,6.15,6.05,3.61,Very Low
376,0.71,Premium,F,SI1,60.7,54.0,5.84,5.8,3.53,Very Low
377,1.2,Fair,F,I1,64.6,56.0,6.73,6.66,4.33,Very Low
378,0.7,Very Good,F,VS1,61.8,56.0,5.63,5.7,3.5,Very Low
379,0.7,Very Good,F,VS1,59.9,60.0,5.77,5.84,3.48,Very Low
380,0.74,Ideal,D,SI2,61.7,55.0,5.81,5.85,3.6,Very Low
381,0.7,Good,F,VS1,62.8,61.0,5.57,5.61,3.51,Very Low
382,0.8,Good,G,SI1,62.7,57.0,5.84,5.93,3.69,Very Low
383,0.75,Very Good,F,SI1,63.4,58.0,5.72,5.76,3.64,Very Low
384,0.83,Very Good,D,SI1,63.5,54.0,5.98,5.95,3.79,Very Low
385,1.0,Fair,J,VS2,65.7,59.0,6.14,6.07,4.01,Very Low
386,0.99,Fair,I,SI2,68.1,56.0,6.21,6.06,4.18,Very Low
387,0.7,Very Good,G,VS1,63.0,60.0,5.57,5.64,3.53,Very Low
388,0.7,Very Good,F,VS2,59.5,58.0,5.75,5.85,3.45,Very Low
389,0.7,Good,E,SI1,63.5,59.0,5.49,5.53,3.5,Very Low
390,0.7,Very Good,F,VS2,61.7,58.0,5.63,5.69,3.49,Very Low
391,0.32,Premium,I,SI1,62.7,58.0,4.37,4.34,2.73,Very Low
392,0.32,Premium,I,SI1,62.8,58.0,4.39,4.34,2.74,Very Low
393,0.32,Ideal,I,SI1,62.4,57.0,4.37,4.35,2.72,Very Low
394,0.32,Premium,I,SI1,61.0,59.0,4.39,4.36,2.67,Very Low
395,0.32,Very Good,I,SI1,63.1,56.0,4.39,4.36,2.76,Very Low
396,0.32,Ideal,I,SI1,60.7,57.0,4.47,4.42,2.7,Very Low
397,0.3,Premium,H,SI1,60.9,59.0,4.31,4.29,2.62,Very Low
398,0.3,Premium,H,SI1,60.1,55.0,4.41,4.38,2.64,Very Low
399,0.3,Premium,H,SI1,62.9,58.0,4.28,4.24,2.68,Very Low
400,0.3,Very Good,H,SI1,63.3,56.0,4.29,4.27,2.71,Very Low
401,0.3,Good,H,SI1,63.8,55.0,4.26,4.2,2.7,Very Low
402,0.3,Ideal,H,SI1,62.9,57.0,4.27,4.22,2.67,Very Low
403,0.3,Very Good,H,SI1,63.4,60.0,4.25,4.23,2.69,Very Low
404,0.32,Good,I,SI1,63.9,55.0,4.36,4.34,2.78,Very Low
405,0.33,Ideal,H,SI2,61.4,56.0,4.85,4.79,2.95,Very Low
406,0.29,Very Good,E,VS1,61.9,55.0,4.28,4.33,2.66,Very Low
407,0.29,Very Good,E,VS1,62.4,55.0,4.2,4.25,2.63,Very Low
408,0.31,Very Good,F,SI1,61.8,58.0,4.32,4.35,2.68,Very Low
409,0.34,Ideal,H,VS2,61.5,56.0,4.47,4.5,2.76,Very Low
410,0.34,Ideal,H,VS2,60.4,57.0,4.54,4.57,2.75,Very Low
411,0.34,Ideal,I,VS1,61.8,55.0,4.48,4.52,2.78,Very Low
412,0.34,Ideal,I,VS1,62.0,56.0,4.5,4.53,2.8,Very Low
413,0.3,Ideal,G,VS1,62.3,56.0,4.29,4.31,2.68,Very Low
414,0.29,Ideal,F,VS1,61.6,56.0,4.26,4.31,2.64,Very Low
415,0.35,Ideal,G,SI1,60.6,56.0,4.56,4.58,2.77,Very Low
416,0.43,Very Good,E,I1,58.4,62.0,4.94,5.0,2.9,Very Low
417,0.32,Very Good,F,VS2,61.4,58.0,4.37,4.42,2.7,Very Low
418,0.36,Ideal,I,VS2,61.9,56.0,4.54,4.57,2.82,Very Low
419,0.3,Ideal,G,VS2,62.0,56.0,4.28,4.3,2.66,Very Low
420,0.26,Ideal,E,VS1,61.5,57.0,4.09,4.12,2.52,Very Low
421,0.7,Very Good,F,VS2,62.3,58.0,5.64,5.72,3.54,Very Low
422,0.7,Very Good,F,VS2,60.9,61.0,5.66,5.71,3.46,Very Low
423,0.71,Ideal,D,SI1,62.4,57.0,5.69,5.72,3.56,Very Low
424,0.99,Fair,J,SI1,55.0,61.0,6.72,6.67,3.68,Very Low
425,0.73,Premium,E,VS2,58.6,60.0,5.92,5.89,3.46,Very Low
426,0.51,Ideal,F,VVS1,62.0,57.0,5.15,5.11,3.18,Very Low
427,0.91,Premium,G,SI2,59.8,58.0,6.3,6.29,3.77,Very Low
428,0.84,Very Good,E,SI1,63.4,55.0,6.0,5.95,3.79,Very Low
429,0.91,Good,I,VS2,64.3,58.0,6.09,6.05,3.9,Very Low
430,0.76,Premium,E,SI1,62.2,59.0,5.86,5.81,3.63,Very Low
431,0.76,Ideal,E,SI1,61.7,57.0,5.88,5.85,3.62,Very Low
432,0.75,Premium,E,SI1,61.1,59.0,5.86,5.83,3.57,Very Low
433,0.55,Very Good,D,VVS1,61.5,56.0,5.23,5.27,3.23,Very Low
434,0.76,Very Good,F,SI2,58.5,62.0,5.93,6.01,3.49,Very Low
435,0.74,Premium,G,VS1,61.7,58.0,5.79,5.81,3.58,Very Low
436,0.7,Ideal,H,SI1,60.4,56.0,5.75,5.81,3.49,Very Low
437,0.7,Ideal,H,SI1,61.4,56.0,5.7,5.76,3.52,Very Low
438,0.7,Ideal,H,SI1,61.5,55.0,5.73,5.79,3.54,Very Low
439,0.7,Ideal,H,SI1,61.4,56.0,5.72,5.77,3.53,Very Low
440,0.9,Fair,J,VS2,65.0,56.0,6.08,6.04,3.94,Very Low
441,0.95,Fair,F,SI2,56.0,60.0,6.62,6.53,3.68,Very Low
442,0.89,Premium,H,SI2,60.2,59.0,6.26,6.23,3.76,Very Low
443,0.72,Premium,E,VS2,58.3,58.0,5.99,5.92,3.47,Very Low
444,0.96,Fair,E,SI2,53.1,63.0,6.73,6.65,3.55,Very Low
445,1.02,Premium,G,I1,60.3,58.0,6.55,6.5,3.94,Very Low
446,0.78,Very Good,I,VVS2,61.4,56.0,5.91,5.95,3.64,Very Low
447,0.61,Ideal,G,VVS2,60.1,57.0,5.52,5.54,3.32,Very Low
448,0.71,Good,D,VS1,63.4,55.0,5.61,5.69,3.58,Very Low
449,0.78,Premium,F,SI1,61.5,59.0,5.96,5.88,3.64,Very Low
450,0.87,Ideal,H,SI2,62.7,56.0,6.16,6.13,3.85,Very Low
451,0.83,Ideal,H,SI1,62.5,55.0,6.04,6.0,3.76,Very Low
452,0.71,Premium,E,SI1,61.3,56.0,5.78,5.73,3.53,Very Low
453,0.71,Ideal,I,VVS2,60.2,56.0,5.84,5.89,3.53,Very Low
454,0.71,Ideal,E,VS2,62.7,57.0,5.66,5.64,3.54,Very Low
455,0.71,Premium,E,VS2,62.3,58.0,5.69,5.65,3.53,Very Low
456,0.63,Ideal,F,VVS2,61.5,56.0,5.48,5.52,3.38,Very Low
457,0.71,Premium,E,SI1,59.2,59.0,5.86,5.83,3.46,Very Low
458,0.71,Premium,E,SI1,61.8,59.0,5.75,5.7,3.54,Very Low
459,0.71,Ideal,E,SI1,61.3,55.0,5.77,5.72,3.52,Very Low
460,0.71,Premium,E,SI1,61.4,58.0,5.77,5.73,3.53,Very Low
461,0.9,Ideal,J,VS2,62.8,55.0,6.2,6.16,3.88,Very Low
462,0.71,Good,E,SI1,62.8,64.0,5.6,5.54,3.5,Very Low
463,0.7,Premium,E,VS2,62.4,61.0,5.66,5.63,3.52,Very Low
464,0.7,Premium,E,VS2,59.3,60.0,5.78,5.73,3.41,Very Low
465,0.7,Premium,E,VS2,63.0,60.0,5.64,5.6,3.54,Very Low
466,1.0,Premium,H,I1,61.3,60.0,6.43,6.39,3.93,Very Low
467,0.86,Premium,F,SI2,59.3,62.0,6.36,6.22,3.73,Very Low
468,0.8,Ideal,H,SI1,61.0,57.0,6.07,6.0,3.68,Very Low
469,0.7,Ideal,E,VS1,62.9,57.0,5.66,5.61,3.54,Very Low
470,0.7,Premium,E,VS1,59.6,57.0,5.91,5.83,3.5,Very Low
471,0.7,Premium,F,VS2,61.8,60.0,5.69,5.64,3.5,Very Low
472,0.7,Premium,E,VS1,62.7,57.0,5.68,5.64,3.55,Very Low
473,1.0,Fair,H,SI2,65.3,62.0,6.34,6.12,4.08,Very Low
474,0.72,Very Good,G,VS1,63.8,58.0,5.64,5.68,3.61,Very Low
475,0.72,Ideal,H,VS1,62.3,56.0,5.73,5.77,3.58,Very Low
476,0.7,Good,F,VS1,59.7,63.0,5.76,5.79,3.45,Very Low
477,0.86,Good,F,SI2,64.3,60.0,5.97,5.95,3.83,Very Low
478,0.71,Ideal,G,VS1,62.9,58.0,5.66,5.69,3.57,Very Low
479,0.75,Ideal,E,SI1,62.0,57.0,5.8,5.78,3.59,Very Low
480,0.73,Premium,E,VS2,61.6,59.0,5.77,5.73,3.54,Very Low
481,0.53,Ideal,E,VVS1,61.9,55.0,5.2,5.21,3.22,Very Low
482,0.73,Premium,E,SI1,61.3,58.0,5.83,5.76,3.55,Very Low
483,0.73,Good,E,SI1,63.6,57.0,5.72,5.7,3.63,Very Low
484,0.73,Premium,E,SI1,59.6,61.0,5.92,5.85,3.51,Very Low
485,0.73,Premium,E,SI1,62.2,59.0,5.77,5.68,3.56,Very Low
486,0.73,Premium,D,SI1,61.7,55.0,5.84,5.82,3.6,Very Low
487,0.73,Very Good,E,SI1,63.2,58.0,5.76,5.7,3.62,Very Low
488,0.7,Premium,E,VS1,60.8,60.0,5.74,5.71,3.48,Very Low
489,0.72,Premium,E,VS2,60.3,59.0,5.84,5.8,3.51,Very Low
490,0.72,Premium,E,VS2,60.9,60.0,5.8,5.76,3.52,Very Low
491,0.72,Premium,E,VS2,62.4,59.0,5.77,5.7,3.58,Very Low
492,0.7,Premium,E,VS2,60.2,60.0,5.73,5.7,3.44,Very Low
493,0.6,Ideal,F,VVS2,62.0,55.0,5.37,5.4,3.34,Very Low
494,0.74,Ideal,I,VVS1,60.8,57.0,5.85,5.89,3.57,Very Low
495,0.73,Ideal,F,SI1,62.1,55.0,5.75,5.78,3.58,Very Low
496,0.71,Premium,D,SI1,62.7,60.0,5.71,5.67,3.57,Very Low
497,0.71,Premium,D,SI1,61.3,58.0,5.75,5.73,3.52,Very Low
498,0.7,Premium,D,SI1,60.2,60.0,5.82,5.75,3.48,Very Low
499,0.7,Ideal,D,SI1,60.7,56.0,5.75,5.72,3.48,Very Low
500,0.9,Good,J,VS2,64.0,61.0,6.04,6.03,3.86,Very Low
501,0.71,Ideal,D,SI1,60.2,56.0,5.86,5.83,3.52,Very Low
502,0.7,Premium,E,VS2,61.5,59.0,5.73,5.68,3.51,Very Low
503,0.7,Premium,E,VS2,62.6,56.0,5.71,5.66,3.56,Very Low
504,0.7,Ideal,D,SI1,59.7,58.0,5.82,5.77,3.46,Very Low
505,0.7,Good,E,SI1,61.4,64.0,5.71,5.66,3.49,Very Low
506,0.7,Ideal,D,SI1,62.5,57.0,5.62,5.59,3.51,Very Low
507,0.7,Ideal,D,SI1,61.8,56.0,5.73,5.63,3.51,Very Low
508,0.7,Premium,E,VS2,60.7,62.0,5.72,5.68,3.46,Very Low
509,0.7,Premium,F,VS2,60.6,58.0,5.8,5.72,3.49,Very Low
510,0.7,Ideal,D,SI1,61.4,54.0,5.75,5.71,3.52,Very Low
511,0.79,Very Good,D,SI2,62.8,59.0,5.86,5.9,3.69,Very Low
512,0.9,Good,I,SI1,63.8,57.0,6.06,6.13,3.89,Very Low
513,0.71,Premium,E,VS2,62.3,58.0,5.71,5.66,3.54,Very Low
514,0.61,Ideal,E,VVS2,61.3,54.0,5.51,5.59,3.4,Very Low
515,0.9,Fair,H,SI2,65.8,54.0,6.05,5.98,3.96,Very Low
516,0.71,Ideal,E,SI1,60.5,56.0,5.77,5.73,3.47,Very Low
517,0.71,Premium,D,VS2,61.2,59.0,5.74,5.69,3.5,Very Low
518,0.77,Ideal,I,VVS2,62.1,57.0,5.84,5.86,3.63,Very Low
519,0.74,Good,E,VS1,63.1,58.0,5.73,5.75,3.62,Very Low
520,0.82,Ideal,F,SI2,62.4,54.0,6.02,5.97,3.74,Very Low
521,0.82,Premium,E,SI2,60.8,60.0,6.05,6.03,3.67,Very Low
522,0.71,Premium,G,VS1,62.2,59.0,5.73,5.66,3.54,Very Low
523,0.83,Premium,H,SI1,60.0,59.0,6.08,6.05,3.64,Very Low
524,0.73,Very Good,G,VS1,62.0,57.0,5.75,5.8,3.58,Very Low
525,0.83,Premium,H,SI1,62.5,59.0,6.02,5.95,3.74,Very Low
526,1.17,Premium,J,I1,60.2,61.0,6.9,6.83,4.13,Very Low
527,0.91,Fair,H,SI2,61.3,67.0,6.24,6.19,3.81,Very Low
528,0.73,Premium,E,VS1,62.6,60.0,5.75,5.68,3.58,Very Low
529,0.7,Good,E,VS1,57.2,59.0,5.94,5.88,3.38,Very Low
530,0.9,Premium,I,SI2,62.2,59.0,6.11,6.07,3.79,Very Low
531,0.7,Premium,E,VS1,62.2,58.0,5.66,5.6,3.5,Very Low
532,0.7,Very Good,D,VS2,63.3,56.0,5.6,5.58,3.54,Very Low
533,0.7,Premium,E,VS1,59.4,61.0,5.78,5.74,3.42,Very Low
534,0.9,Very Good,I,SI2,63.5,56.0,6.17,6.07,3.88,Very Low
535,0.78,Premium,F,SI1,60.8,60.0,5.97,5.94,3.62,Very Low
536,0.96,Ideal,F,I1,60.7,55.0,6.41,6.37,3.88,Very Low
537,0.7,Very Good,D,SI1,62.3,59.0,5.67,5.7,3.54,Very Low
538,0.72,Good,D,VS2,64.0,54.0,5.68,5.7,3.64,Very Low
539,0.79,Premium,H,VVS2,62.6,58.0,5.96,5.9,3.71,Very Low
540,0.7,Ideal,H,VVS1,61.6,57.0,5.69,5.74,3.52,Very Low
541,0.7,Ideal,H,VVS1,62.3,55.0,5.66,5.7,3.54,Very Low
542,0.7,Ideal,D,SI2,60.6,57.0,5.74,5.77,3.49,Very Low
543,1.01,Premium,H,SI2,61.6,61.0,6.39,6.31,3.91,Very Low
544,0.72,Premium,F,VS1,62.2,58.0,5.75,5.7,3.56,Very Low
545,0.8,Good,E,SI2,63.7,54.0,5.91,5.87,3.75,Very Low
546,0.59,Ideal,E,VVS1,62.0,56.0,5.36,5.38,3.33,Very Low
547,0.72,Ideal,F,VS1,61.7,57.0,5.77,5.74,3.55,Very Low
548,0.75,Premium,E,SI2,61.9,57.0,5.88,5.82,3.62,Very Low
549,0.8,Premium,E,SI2,60.2,57.0,6.05,6.01,3.63,Very Low
550,0.71,Very Good,E,VS2,62.7,59.0,5.65,5.7,3.56,Very Low
551,0.77,Very Good,H,SI1,61.7,56.0,5.84,5.89,3.62,Very Low
552,0.97,Ideal,F,I1,60.7,56.0,6.41,6.43,3.9,Very Low
553,0.53,Ideal,F,VVS1,60.9,57.0,5.23,5.29,3.19,Very Low
554,0.53,Ideal,F,VVS1,61.8,57.0,5.16,5.19,3.2,Very Low
555,0.8,Ideal,I,VS2,62.1,54.4,5.94,5.99,3.7,Very Low
556,0.9,Premium,G,SI1,60.6,62.0,6.21,6.13,3.74,Very Low
557,0.76,Very Good,E,SI2,60.8,60.0,5.89,5.98,3.61,Very Low
558,0.72,Ideal,E,SI1,62.3,57.0,5.7,5.76,3.57,Very Low
559,0.75,Ideal,E,SI1,61.4,57.0,5.82,5.87,3.59,Very Low
560,0.72,Premium,E,SI1,62.1,58.0,5.73,5.76,3.57,Very Low
561,0.79,Ideal,G,SI1,61.8,56.0,5.93,5.91,3.66,Very Low
562,0.72,Very Good,F,VS2,62.5,58.0,5.71,5.75,3.58,Very Low
563,0.91,Very Good,I,SI2,62.8,61.0,6.15,6.18,3.87,Very Low
564,0.71,Premium,G,VVS2,62.1,57.0,5.75,5.65,3.54,Very Low
565,0.81,Premium,G,SI1,63.0,60.0,5.87,5.81,3.68,Very Low
566,0.82,Ideal,H,SI1,62.5,57.0,5.91,5.97,3.71,Very Low
567,0.71,Premium,F,VS1,62.2,58.0,5.72,5.66,3.54,Very Low
568,0.9,Good,J,SI1,64.3,63.0,6.05,6.01,3.88,Very Low
569,0.8,Very Good,I,VS2,62.0,58.0,5.86,5.95,3.66,Very Low
570,0.56,Very Good,E,IF,61.0,59.0,5.28,5.34,3.24,Very Low
571,0.7,Very Good,D,VS2,59.6,61.0,5.77,5.8,3.45,Very Low
572,0.7,Ideal,D,VS2,61.0,57.0,5.74,5.76,3.51,Very Low
573,0.61,Ideal,F,VVS2,61.7,55.0,5.45,5.48,3.37,Very Low
574,0.85,Ideal,H,SI2,62.5,57.0,6.02,6.07,3.78,Very Low
575,0.7,Ideal,F,SI1,60.7,57.0,5.73,5.75,3.49,Very Low
576,0.8,Ideal,G,VS2,62.2,56.0,5.94,5.87,3.67,Very Low
577,0.8,Ideal,H,VS2,62.8,57.0,5.91,5.87,3.7,Very Low
578,0.51,Very Good,D,VVS1,59.9,58.0,5.16,5.19,3.1,Very Low
579,0.53,Ideal,F,VVS1,61.4,57.0,5.2,5.23,3.2,Very Low
580,0.78,Ideal,I,VS2,61.8,55.0,5.92,5.95,3.67,Very Low
581,0.9,Very Good,J,SI1,63.4,54.0,6.17,6.14,3.9,Very Low
582,0.9,Fair,G,SI2,65.3,59.0,6.07,6.0,3.94,Very Low
583,0.77,Ideal,E,SI2,60.7,55.0,6.01,5.95,3.63,Very Low
584,0.73,Ideal,F,VS1,61.2,56.0,5.89,5.81,3.58,Very Low
585,0.63,Ideal,F,VVS2,61.9,57.0,5.47,5.51,3.4,Very Low
586,0.7,Ideal,E,VS2,61.5,54.0,5.7,5.75,3.52,Very Low
587,0.72,Ideal,E,VS2,62.8,57.0,5.71,5.73,3.59,Very Low
588,0.72,Ideal,E,SI1,61.0,57.0,5.78,5.8,3.53,Very Low
589,0.75,Premium,F,VS2,59.6,59.0,6.04,5.94,3.57,Very Low
590,0.82,Very Good,H,SI1,60.7,56.0,6.04,6.06,3.67,Very Low
591,0.71,Good,E,VS2,62.8,60.0,5.6,5.65,3.53,Very Low
592,0.7,Premium,E,VS1,62.6,59.0,5.69,5.66,3.55,Very Low
593,0.7,Ideal,E,VS1,61.8,56.0,5.74,5.69,3.53,Very Low
594,0.71,Ideal,F,SI1,59.8,53.0,5.86,5.82,3.49,Very Low
595,0.76,Very Good,H,SI1,60.9,55.0,5.92,5.94,3.61,Very Low
596,0.82,Fair,F,SI1,64.9,58.0,5.83,5.79,3.77,Very Low
597,0.72,Premium,F,VS1,58.8,60.0,5.91,5.89,3.47,Very Low
598,0.7,Premium,F,VS2,62.3,58.0,5.72,5.64,3.54,Very Low
599,0.7,Premium,F,VS2,61.7,58.0,5.69,5.63,3.49,Very Low
600,0.7,Premium,G,VS1,62.6,55.0,5.73,5.64,3.56,Very Low
601,0.7,Premium,F,VS2,59.4,61.0,5.83,5.79,3.45,Very Low
602,0.7,Very Good,E,SI1,63.5,59.0,5.53,5.49,3.5,Very Low
603,0.7,Premium,F,VS2,60.9,61.0,5.71,5.66,3.46,Very Low
604,0.7,Premium,F,VS2,59.5,58.0,5.85,5.75,3.45,Very Low
605,0.7,Premium,G,VS1,63.0,60.0,5.64,5.57,3.53,Very Low
606,0.74,Very Good,E,SI1,60.0,57.0,5.85,5.89,3.52,Very Low
607,0.71,Ideal,F,VS1,61.5,57.0,5.74,5.71,3.52,Very Low
608,0.7,Ideal,F,VS1,61.6,54.0,5.75,5.72,3.53,Very Low
609,0.71,Ideal,F,VS1,62.1,55.0,5.82,5.68,3.57,Very Low
610,0.71,Premium,F,VS1,59.1,61.0,5.84,5.81,3.44,Very Low
611,0.71,Premium,F,VS1,59.0,60.0,5.82,5.8,3.43,Very Low
612,0.71,Premium,F,VS1,60.5,58.0,5.75,5.72,3.47,Very Low
613,0.7,Ideal,F,VS1,62.4,53.0,5.73,5.71,3.57,Very Low
614,0.73,Ideal,G,VS2,61.8,54.0,5.8,5.82,3.59,Very Low
615,0.7,Ideal,E,VS2,62.1,54.0,5.69,5.72,3.54,Very Low
616,0.7,Ideal,G,VS1,61.3,57.0,5.71,5.74,3.51,Very Low
617,0.71,Premium,G,VVS2,60.3,58.0,5.82,5.78,3.5,Very Low
618,0.71,Premium,F,VS1,59.2,58.0,5.87,5.82,3.46,Very Low
619,0.79,Premium,G,VS2,59.3,62.0,6.09,6.01,3.59,Very Low
620,0.71,Premium,F,VS1,62.7,59.0,5.7,5.62,3.55,Very Low
621,0.77,Very Good,H,VS1,61.0,60.0,5.9,5.87,3.59,Very Low
622,0.75,Very Good,F,SI2,59.8,56.0,5.85,5.92,3.52,Very Low
623,0.7,Ideal,F,SI1,61.0,56.0,5.75,5.8,3.52,Very Low
624,0.71,Premium,F,VS2,59.3,56.0,5.88,5.82,3.47,Very Low
625,0.92,Ideal,D,SI2,61.9,56.0,6.27,6.2,3.86,Very Low
626,0.83,Premium,F,SI2,61.4,59.0,6.08,6.04,3.72,Very Low
627,0.7,Premium,H,VVS1,59.2,60.0,5.87,5.78,3.45,Very Low
628,0.73,Premium,F,VS2,60.3,59.0,5.9,5.87,3.55,Very Low
629,0.71,Very Good,D,VS1,63.4,55.0,5.69,5.61,3.58,Very Low
630,0.73,Very Good,D,SI1,63.9,57.0,5.66,5.71,3.63,Very Low
631,0.82,Ideal,F,SI2,61.7,53.0,6.0,6.12,3.74,Very Low
632,0.82,Ideal,F,SI2,62.3,56.0,5.96,6.02,3.73,Very Low
633,0.82,Very Good,F,SI2,59.7,57.0,6.12,6.14,3.66,Very Low
634,0.52,Ideal,F,VVS1,61.2,56.0,5.19,5.21,3.18,Very Low
635,1.0,Premium,F,I1,58.9,60.0,6.6,6.55,3.87,Very Low
636,0.95,Fair,G,SI1,66.7,56.0,6.16,6.03,4.06,Very Low
637,0.73,Ideal,D,SI1,61.4,57.0,5.76,5.8,3.55,Very Low
638,0.73,Premium,F,VS2,59.9,59.0,5.87,5.77,3.5,Very Low
639,0.73,Premium,G,VS1,61.4,58.0,5.82,5.77,3.56,Very Low
640,0.8,Ideal,I,VS1,62.6,54.0,5.92,5.96,3.72,Very Low
641,0.7,Premium,F,VS2,58.7,61.0,5.8,5.72,3.38,Very Low
642,0.7,Very Good,E,VS2,60.2,62.0,5.71,5.75,3.45,Very Low
643,0.7,Very Good,E,VS2,62.7,58.0,5.65,5.67,3.55,Very Low
644,0.71,Very Good,E,VS2,59.4,58.0,5.76,5.82,3.44,Very Low
645,0.81,Very Good,F,SI2,63.2,58.0,5.91,5.92,3.74,Very Low
646,0.71,Very Good,D,SI1,61.5,58.0,5.73,5.79,3.54,Very Low
647,0.73,Ideal,G,VVS2,61.3,57.0,5.81,5.84,3.57,Very Low
648,0.73,Very Good,F,VS1,61.8,59.0,5.73,5.79,3.56,Very Low
649,0.72,Ideal,E,VS2,62.0,57.0,5.71,5.74,3.55,Very Low
650,0.81,Ideal,F,SI2,62.1,57.0,5.91,5.95,3.68,Very Low
651,0.71,Ideal,G,VVS2,60.7,57.0,5.81,5.78,3.52,Very Low
652,0.73,Very Good,E,SI1,57.7,61.0,5.92,5.96,3.43,Very Low
653,0.7,Very Good,E,VS1,62.0,59.0,5.65,5.68,3.51,Very Low
654,1.01,Ideal,I,I1,61.5,57.0,6.45,6.46,3.97,Very Low
655,1.01,Good,I,I1,63.1,57.0,6.35,6.39,4.02,Very Low
656,0.79,Ideal,H,VS2,62.5,57.0,5.91,5.93,3.7,Very Low
657,0.7,Very Good,E,VS2,61.8,59.0,5.65,5.68,3.5,Very Low
658,0.7,Very Good,E,VS2,58.9,60.0,5.83,5.85,3.44,Very Low
659,0.8,Good,H,VS2,63.4,60.0,5.92,5.82,3.72,Very Low
660,1.27,Premium,H,SI2,59.3,61.0,7.12,7.05,4.2,Very Low
661,0.79,Ideal,D,SI1,61.5,56.0,5.96,5.91,3.65,Very Low
662,0.72,Very Good,F,VS1,60.2,59.0,5.79,5.84,3.5,Very Low
663,0.73,Ideal,H,VVS2,61.6,56.0,5.79,5.84,3.58,Very Low
664,1.01,Fair,H,SI2,65.4,59.0,6.3,6.26,4.11,Very Low
665,1.01,Good,H,I1,64.2,61.0,6.25,6.18,3.99,Very Low
666,0.73,Ideal,E,SI1,59.1,59.0,5.92,5.95,3.51,Very Low
667,0.7,Ideal,E,SI1,61.6,57.0,5.71,5.76,3.53,Very Low
668,0.7,Good,F,VS2,59.1,61.0,5.76,5.84,3.43,Very Low
669,0.77,Premium,E,SI1,62.9,59.0,5.84,5.79,3.66,Very Low
670,0.77,Premium,G,VS2,61.3,60.0,5.91,5.81,3.59,Very Low
671,0.77,Premium,G,VS1,61.4,58.0,5.94,5.89,3.63,Very Low
